efta_number,page_number,inspection_type,doc_type,severity,description,flags,timestamp
EFTA01650235,0,name_redaction,email,medium,Current version redacts sender/recipient names and contact information with black bars. Original showed visible personal details in the email headers and body.,,1772695986
EFTA01650277,0,name_redaction,fbi_report,medium,FBI Victim Services Division briefing email chain: current version has additional redactions over personal names and identifying details in the email about scheduling victim interviews. Some witness descriptions newly obscured.,,1772696995
EFTA01650453,0,partial_redaction,fbi_email,medium,"FBI email from Angela Jackson (NY FBI) and Amanda Allen (DOJ FBI) about security cameras, blinds, and counseling for victim (Nov 2019). Ring Floodlight Camera quote ($249). Orig shows full names and email addresses. Curr has name redactions in From/To fields. Cost estimates and Amazon product link remain.",agent_batch_004,1772672472
EFTA01650756,0,partial_redaction,email,medium,"Email from Epstein. Current version adds redactions to attachment filenames in header and redacts name 'Sue' from subject line ('Fwd: Sue expenses 2017' becomes 'Fwd: [redacted] expenses 2017'). Also redacts tel/fax numbers of Richard Kahn at HBRK Associates and name 'Sue' in forwarded subject line. Food expense amounts ($1797.32, $1798.70, $3227.19) remain visible.",agent_batch_005,1772672472
EFTA01650767,1,partial_redaction,email,medium,Email document. Original shows text content in email body. Current version has additional redaction boxes applied over portions of the email text. Moderate partial redaction.,agent_batch_001,1772672472
EFTA01650873,0,name_redaction,email,medium,Current version redacts names and email references more completely. Email between FBI NY office and Brock Cassidy OVS about Epstein victim claim processing has some names and identifiers newly covered.,,1772695986
EFTA01651009,0,partial_redaction,government_email,high,"Email from Harrington, Debra (OVS) to Jackson, Angela (NY) re: Epstein, July 2020. Government victim services scheduling email. Original shows full From/To names and organizational affiliations (OVS = Office of Victim Services). Current version redacts From/To header fields, some names in body. Content about scheduling calls, arrest disrupting schedule, and 'Elizabeth is available both days from 2p-5p' partially preserved. Government email about victim coordination.",agent_batch_005,1772672472
EFTA01651028,0,name_redaction,email,high,DOJ OVS email thread about scheduling Epstein-related meeting: current version redacts Harrington Debra (OVS) name from From/headers and redacts Cronin Elizabeth (OVS) name; angela name also redacted.,,1772695986
EFTA01651057,3,partial_redaction,financial_document,medium,"Financial/banking document — account numbers, transaction details, or employee emails blacked out. Batch-classified. pct_changed=15.0%","financial,banking,batch_classified",2026-03-04 18:47:11
EFTA01651353,0,partial_redaction,fbi_email,high,"FBI victim specialist email (Jul 2020) from Cassidy Brock (OVS) and Angela Jackson (NY FBI) about victim applications. Discussion of processing unit assignments and follow-up on FBI case applications. References Jennifer's reassignment. Orig shows full names and FBI office designations. Curr has extensive name redactions throughout - Brock, Jackson names partially obscured, Jennifer name redacted. FBI institutional context remains visible.",agent_batch_004,1772672472
EFTA01652061,1,partial_redaction,social_media_screenshots,low,Screenshots of social media posts about Epstein/Maxwell case. Includes Independent article about Prince Andrew's ex. Both versions appear nearly identical. Minor rendering differences.,agent_batch_003,1772672472
EFTA01652134,7,no_visible_change,other,none,Both original and current versions of this document appear virtually identical - a page of text with references to FBI and whistleblower claims with embedded image filenames. No meaningful redaction differences detected.,,1772696995
EFTA01652143,28,partial_redaction,Google Calendar notification,medium,"Google Calendar reminder to Jeffrey Epstein for 'sara hirsh alice alma' event on Sep 7, 2014. Original shows full names in subject line and full Google Calendar URL with event details. Current version redacts names from subject line and covers the Calendar URL with black boxes.",agent_batch_002,1772672472
EFTA01652337,73,partial_redaction,email,medium,Email to Jeffrey Epstein about accommodation. Thread about finding a place and rooms. Original shows sender name 'Elen cap' and email addresses visible. Current version has black bars over email addresses. Sent via BlackBerry from T-Mobile.,agent_batch_003,1772672472
EFTA01652419,0,name_redaction,email,medium,Black redaction bars applied over sender name and email address in the From line. Original showed the correspondent name and email clearly visible.,,1772696995
EFTA01652458,0,name_redaction,email,low,Minor additional redaction bars in email header fields; changes are subtle with slightly expanded redactions over identifying details.,,1772696995
EFTA01652719,1,partial_redaction,screenshot,low,Screenshots of social media posts about Pam Bondi and Wikipedia page. Both versions appear identical - same collage of phone screenshots showing news/social media content. No visible differences in redaction.,agent_batch_004,1772672472
EFTA01652749,2,name_redaction,email,medium,Email about Osmanova and Apple Watch Series 4 purchase request from Lesley. Current version adds black box redactions over name (Dasha Burak) and address details in the header that were previously visible.,,1772695399
EFTA01652971,15,partial_redaction,email,medium,"Multi-part email chain between Epstein and Mariana. Original shows full usernames. Current version redacts some names. Content about Skype calls, feeling better, emoji kiss messages visible in both.",agent_batch_006,1772672472
EFTA01653010,0,partial_redaction,fbi_email,high,"Lengthy email from victim/witness to FBI about Epstein case. Highly emotional content describing personal experiences, mentions MAXWELL, requests FBI documents, discusses 'DEEP SHAME'. References being 'KIDNAPPED AND RAPED' as a child. Orig shows full sender names/emails, references to specific individuals. Curr has name redactions in From/To headers but the substantive victim statement content remains nearly identical. Very sensitive victim testimony.",agent_batch_004,1772672472
EFTA01653060,14,image_redaction,photo_page,low,Both versions show the same collage of social media screenshots. Current version adds small additional black bars over some profile images/identifiers. Very minor differences in the screenshot collage.,,1772695986
EFTA01653143,0,partial_redaction,FBI/DOJ email (victim cooperation),high,FBI/DOJ email chain from Jan-June 2024 about victim T-visa application cooperation between FBI NY Field Office (Child Exploitation/Human Trafficking) and USVI Department of Justice. Discusses USCIS travel questions and cooperation letter. Original shows FBI agent Amanda Young name and victim name references. Current version redacts victim names and some agent details while preserving FBI office identification and operational context.,agent_batch_002,1772672472
EFTA01653154,0,partial_redaction,legal_email,medium,"Email about victim's pending I-visa application. References Sanctuary for Families cooperation, USCIS response needed by June 20th. Original shows victim's name and case details. Current version has black bars over victim's name throughout. DOJ/USVI cooperation and Nadia reference visible.",agent_batch_003,1772672472
EFTA01653261,3,partial_redaction,FBI_internal_email,critical,"FBI internal email — CRITICAL. Morning after Epstein suicide. SSA Sean Watson FBI NY: ""We just received word this morning that Epstein committed suicide on his jail cell last night. It starting a break on the media so I wanted to get something out to the team, decisions are still being made on whether or not we should execute the warrant. Please stand by for further instructions."" Aug 9 2019 1:05PM shuttle logistics email from Watson Sean P (NY)(FBI) re 26 Federal Plaza to Newark Airport Sunday morning. MASSIVE CC list with 40+ FBI agent names: Bedford Christina M, Gaydos Rachel, Groves Rachel L, Gambino Britt G, Mitchell Brian S, Sierra Kristopher, Topping Thomas A, Young Amanda N, George Manse, John Zevals, Beyke Wahid Hamden, Cambert, Stacy M, Hackenberg JL, Keane Philip, Cunningham Mark A, Osborn Michael A, Montgomery, Garlock Melissa A, Kostyshenko Maria A, McCarthy, Kendall Donn R, Griebel, Cassidy Gary M, Rima Julie M, Berman Michael S, Robison John E, and many more. CURRENT: EVERY agent name blacked out. Only office codes (NY/WT)(FBI) survive.","FBI,internal_email,epstein_death,suicide_notification,warrant_discussion,40+_agent_names_removed,CRITICAL,govt_employee_redaction,sean_watson",1772668524
